1	100.66
2	80.76
3	84.32
4	89.84
5	96.12
6	91.62
7	98.6
8	93.04
9	120.3
10	92.16
11	106.14
12	103.04
13	109.94
14	77.9
15	117.4
16	97.22
17	103.82
18	92.02
19	84.84
20	119.92
21	96.76
22	77.24
23	113.24
24	114.02
25	113.78
26	120.38
27	90.78
28	90.8
29	117.88
30	130.32
31	97.28
32	76.96
33	89.9
34	113.58
35	100.52
36	92.1
37	90.12
38	112.34
39	104.96
40	78.84
41	120.98
42	89.62
43	94.72
44	107.32
45	95.28
46	107.52
47	105.94
48	111.16
49	94.76
50	109.4
51	125.26
52	100.32
53	89.62
54	94.34
55	81.6
56	102.24
57	99.02
58	110.52
59	94.34
60	102.14
61	105.76
62	82.48
63	108.16
64	106.24
65	105.98
66	100.84
67	100.86
68	82.68
69	97.24
70	101.86
71	84.78
72	123.68
73	85.68
74	94.78
75	99.46
76	119.92
77	102.04
78	95.44
79	122.96
80	122.98
81	103.54
82	89.8
83	83.54
84	92.36
85	82.22
86	88.78
87	88.5
88	103.48
89	111.3
90	109.48
91	90.4
92	88.02
93	94.8
94	95.2
95	84.1
96	89.42
97	112.1
98	95.44
99	104.26
100	111.52
